,id,name,powerstats,biography,appearance,work,connections,image
600,601,Sinestro,"{""intelligence"": ""75"", ""strength"": ""85"", ""speed"": ""53"", ""durability"": ""64"", ""power"": ""100"", ""combat"": ""55""}","{""full-name"": ""Thaal Sinestro"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Green Lantern"", ""White Lantern"", ""Yellow Lantern"", ""Parallax"", ""Indigo Lantern""], ""place-of-birth"": ""Korugar City, Korugar"", ""first-appearance"": ""Green Lantern Vol 2 #7"", ""publisher"": ""DC Comics"", ""alignment"": ""neutral""}","{""gender"": ""Male"", ""race"": ""Korugaran"", ""height"": [""6'7"", ""201 cm""], ""weight"": [""205 lb"", ""92 kg""], ""eye-color"": ""Black"", ""hair-color"": ""Black""}","{""occupation"": ""-"", ""base"": ""Ranx, Warworld. formerly New Korugar, Qward, Oa""}","{""group-affiliation"": ""Sinestro Corps, formerly Green Lantern Corps, Secret Society, Injustice League"", ""relatives"": ""Witch Queen (sister, pre-Crisis), Soranik Natu (daughter), Arin Sur (wife, deceased), Abin Sur (brother-in-law, deceased), Amon Sur (nephew)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/781.jpg""}"
601,602,Siren,"{""intelligence"": ""56"", ""strength"": ""62"", ""speed"": ""79"", ""durability"": ""60"", ""power"": ""92"", ""combat"": ""60""}","{""full-name"": ""Hila"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""-""], ""place-of-birth"": ""-"", ""first-appearance"": ""Aquaman #22 (August, 1965)"", ""publisher"": ""DC Comics"", ""alignment"": ""bad""}","{""gender"": ""Female"", ""race"": ""Atlantean"", ""height"": [""5'9"", ""175 cm""], ""weight"": [""160 lb"", ""72 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""Purple""}","{""occupation"": ""-"", ""base"": ""formely Atlantis""}","{""group-affiliation"": ""-"", ""relatives"": ""Mera (twin sister), Aquaman (brother-in-law)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1387.jpg""}"
602,603,Siren II,"{""intelligence"": ""null"", ""strength"": ""null"", ""speed"": ""null"", ""durability"": ""null"", ""power"": ""null"", ""combat"": ""null""}","{""full-name"": ""La Sirene la Bailene"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""-""], ""place-of-birth"": ""Atlantis"", ""first-appearance"": ""The Titans #5 (1999)"", ""publisher"": ""DC Comics"", ""alignment"": ""bad""}","{""gender"": ""Female"", ""race"": ""null"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""Black"", ""hair-color"": ""-""}","{""occupation"": ""-"", ""base"": ""-""}","{""group-affiliation"": ""-"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1386.jpg""}"
603,604,Siryn,"{""intelligence"": ""38"", ""strength"": ""8"", ""speed"": ""47"", ""durability"": ""28"", ""power"": ""50"", ""combat"": ""42""}","{""full-name"": ""Theresa Rourke Cassidy"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Theresa Rourke""], ""place-of-birth"": ""Cassidy Keep, County Mayo, Ireland"", ""first-appearance"": ""Spider-Woman (first series) #37"", ""publisher"": ""Marvel Comics"", ""alignment"": ""bad""}","{""gender"": ""Female"", ""race"": ""null"", ""height"": [""5'6"", ""168 cm""], ""weight"": [""115 lb"", ""52 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""Strawberry Blond""}","{""occupation"": ""(current) Adventurer (former) Professional Criminal"", ""base"": ""-""}","{""group-affiliation"": ""(Current) X-Factor (former) Ally of Black Tom and the Juggernaut, Fallen Angels, X-Force"", ""relatives"": ""Sean Cassidy (Banshee, father), Maeve Rourke (mother, deceased), Black Tom Cassidy (cousin)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/833.jpg""}"
604,605,Skaar,"{""intelligence"": ""50"", ""strength"": ""85"", ""speed"": ""27"", ""durability"": ""90"", ""power"": ""69"", ""combat"": ""85""}","{""full-name"": """", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Savior"", ""Son of Hulk"", ""WorldBreaker"", ""Long Hair"", ""Little Monster"", ""Conan""], ""place-of-birth"": ""Sakaar"", ""first-appearance"": ""World War Hulk #5, 2007"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""null"", ""height"": [""6'6"", ""198 cm""], ""weight"": [""400 lb"", ""180 kg""], ""eye-color"": ""Green"", ""hair-color"": ""Black""}","{""occupation"": ""Warrior"", ""base"": ""-""}","{""group-affiliation"": ""-"", ""relatives"": ""Morris Walters (granduncle), Elaine Banner-Walters (paternal grandaunt, deceased), Brian Banner (paternal grandfather, deceased), Rebecca Banner (paternal grandmother, deceased), She-Hulk (1st cousin once removed), Hulk (father), Caiera the Oldstrong (mother, deceased), Hiro-Kala (Twin brother), Lyra (half-sister)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1341.jpg""}"
605,606,Snake-Eyes,"{""intelligence"": ""null"", ""strength"": ""null"", ""speed"": ""null"", ""durability"": ""null"", ""power"": ""null"", ""combat"": ""null""}","{""full-name"": """", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Xanthian Boulder Crusher""], ""place-of-birth"": ""-"", ""first-appearance"": ""Marvel Team-Up Annual Vol 1 #7 October, 1984"", ""publisher"": ""Marvel Comics"", ""alignment"": ""bad""}","{""gender"": ""Male"", ""race"": ""Animal"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""-"", ""hair-color"": ""-""}","{""occupation"": ""-"", ""base"": ""-""}","{""group-affiliation"": ""-"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/10437.jpg""}"
606,607,Snowbird,"{""intelligence"": ""50"", ""strength"": ""32"", ""speed"": ""27"", ""durability"": ""42"", ""power"": ""70"", ""combat"": ""52""}","{""full-name"": ""Narya"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Anne McKenzie-Thompson""], ""place-of-birth"": ""Near Resolute Bay, Northwest Territories, Canada"", ""first-appearance"": ""Uncanny X-Men #120"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""null"", ""height"": [""5'10'"", ""178 cm""], ""weight"": [""108 lb"", ""49 kg""], ""eye-color"": ""White"", ""hair-color"": ""Blond""}","{""occupation"": ""Goddess, adventurer, former records officer"", ""base"": ""formerly Department H""}","{""group-affiliation"": ""God Squad; formerly Alpha Flight, Eskimo Gods, Royal Canadian Mounted Police, The Flight"", ""relatives"": ""Hodiak (grandfather), Nelvanna (mother), Richard Lawrence Easton (father, deceased), Michael Twoyoungmen (Shaman, foster father), Douglas Thompson (husband, deceased), unnamed son (deceased)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/130.jpg""}"
607,608,Sobek,"{""intelligence"": ""50"", ""strength"": ""34"", ""speed"": ""23"", ""durability"": ""46"", ""power"": ""20"", ""combat"": ""56""}","{""full-name"": ""Yurrd the Unknown"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Sobek the Talking Crocodile; The Unknown in Formless Time Before Time; Famine""], ""place-of-birth"": ""Nile River; Bioengineered at Oolong Island"", ""first-appearance"": ""52 Week Twenty-Six"", ""publisher"": ""DC Comics"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""null"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""White"", ""hair-color"": ""No Hair""}","{""occupation"": ""-"", ""base"": ""Kahndaq""}","{""group-affiliation"": ""Black Marvel Family, Four Horsemen"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1166.jpg""}"
608,609,Solomon Grundy,"{""intelligence"": ""9"", ""strength"": ""93"", ""speed"": ""13"", ""durability"": ""100"", ""power"": ""92"", ""combat"": ""30""}","{""full-name"": ""Cyrus Gold"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Marshland Monster""], ""place-of-birth"": ""Gotham City"", ""first-appearance"": ""All-American Comics #61 (October, 1944)"", ""publisher"": ""DC Comics"", ""alignment"": ""bad""}","{""gender"": ""Male"", ""race"": ""Zombie"", ""height"": [""9'2"", ""279 cm""], ""weight"": [""971 lb"", ""437 kg""], ""eye-color"": ""Black"", ""hair-color"": ""White""}","{""occupation"": ""-"", ""base"": ""-""}","{""group-affiliation"": ""Formerly, Injustice Society, Injustice League, the Society, Infinity, Inc; Injustice Unlimited, Black Lantern Corps"", ""relatives"": ""Unnamed wife (deceased); Karin Rykel (possible descendant, deceased); Chrissie Cavendish (possible descendant)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/782.jpg""}"
609,610,Songbird,"{""intelligence"": ""75"", ""strength"": ""36"", ""speed"": ""27"", ""durability"": ""42"", ""power"": ""55"", ""combat"": ""56""}","{""full-name"": ""Melissa Joan Gold"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Screaming Mimi"", ""Mimi Schwartz"", ""Margie Green""], ""place-of-birth"": ""Shoshoni, Wyoming"", ""first-appearance"": ""-"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""null"", ""height"": [""5'5"", ""165 cm""], ""weight"": [""145 lb"", ""65 kg""], ""eye-color"": ""Green"", ""hair-color"": ""Red / White""}","{""occupation"": ""Adventurer; former criminal and wrestler"", ""base"": ""-""}","{""group-affiliation"": ""Formerly Thunderbolts, Masters of Evil, Unlimited Class Wrestling Federation, Grapplers"", ""relatives"": ""Mimi Gold (mother), Mr. Gold (father)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/131.jpg""}"
610,611,Space Ghost,"{""intelligence"": ""38"", ""strength"": ""18"", ""speed"": ""33"", ""durability"": ""40"", ""power"": ""95"", ""combat"": ""80""}","{""full-name"": ""Thaddeus Bach"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Ted Ghostel"", ""Tad Ghostal""], ""place-of-birth"": ""-"", ""first-appearance"": ""Space Ghost (1966)"", ""publisher"": ""DC Comics"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""Human"", ""height"": [""6'2"", ""188 cm""], ""weight"": [""250 lb"", ""113 kg""], ""eye-color"": ""-"", ""hair-color"": ""-""}","{""occupation"": ""-"", ""base"": ""-""}","{""group-affiliation"": ""Galactic Heroes"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1505.jpg""}"
611,612,Spawn,"{""intelligence"": ""75"", ""strength"": ""60"", ""speed"": ""50"", ""durability"": ""90"", ""power"": ""100"", ""combat"": ""95""}","{""full-name"": ""Al Simmons"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""The One"", ""Hellspawn""], ""place-of-birth"": ""Detroit, Michigan (8th level of Hell after rebirth)"", ""first-appearance"": ""Spawn #1 (May, 1992)"", ""publisher"": ""Image Comics"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""Demon"", ""height"": [""6'11"", ""211 cm""], ""weight"": [""900 lb"", ""405 kg""], ""eye-color"": ""Brown"", ""hair-color"": ""Black""}","{""occupation"": ""-"", ""base"": ""Hell""}","{""group-affiliation"": ""Eighth Circle of Hell; formerly (as Al Simmons) CIA (U.S. Security Service), U.S. Secret Service, U.S. Marine Corps"", ""relatives"": ""Wanda (widow), Cyan (widow's daughter)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/842.jpg""}"
612,613,Spectre,"{""intelligence"": ""88"", ""strength"": ""100"", ""speed"": ""100"", ""durability"": ""100"", ""power"": ""100"", ""combat"": ""70""}","{""full-name"": ""Aztar"", ""alter-egos"": ""Aztar"", ""aliases"": [""Spirit of Vengeance"", ""Wrath of God"", ""Spirit of Redemption"", ""Raguel"", ""James Corrigan"", ""Hal Jordan"", ""Cripus Allen""], ""place-of-birth"": ""-"", ""first-appearance"": ""More Fun Comics #52 (February, 1940)"", ""publisher"": ""Aztar"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""God / Eternal"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""White"", ""hair-color"": ""No Hair""}","{""occupation"": ""-"", ""base"": ""-""}","{""group-affiliation"": ""-"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/784.jpg""}"
613,614,Speedball,"{""intelligence"": ""null"", ""strength"": ""null"", ""speed"": ""null"", ""durability"": ""null"", ""power"": ""null"", ""combat"": ""null""}","{""full-name"": ""Robert Baldwin"", ""alter-egos"": ""Penance II"", ""aliases"": [""Penance"", ""Masked Marvel""], ""place-of-birth"": ""Springdale, Connecticut"", ""first-appearance"": ""Amazing Spider-Man Annual #22, (chronologically) Speedball #1"", ""publisher"": ""Penance II"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""null"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""-"", ""hair-color"": ""-""}","{""occupation"": ""Student, superhero"", ""base"": ""Mobile; formerly New Warriors Headquarters""}","{""group-affiliation"": ""New Warriors"", ""relatives"": ""Maddie Baldwin (mother), Justin Baldwin (father)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/132.jpg""}"
614,615,Speedy,"{""intelligence"": ""50"", ""strength"": ""6"", ""speed"": ""33"", ""durability"": ""20"", ""power"": ""26"", ""combat"": ""70""}","{""full-name"": ""Thea Queen"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Thea Merlyn"", ""Mia"", ""Red Arrow""], ""place-of-birth"": ""Starling City"", ""first-appearance"": ""Arrow (TV Series) - \""Pilot\"""", ""publisher"": ""DC Comics"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""Human"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""Green"", ""hair-color"": ""Brown""}","{""occupation"": ""Nightclub Owner"", ""base"": ""-""}","{""group-affiliation"": ""Team Arrow"", ""relatives"": ""Moira Queen (mother, deceased), Robert Queen (foster father, deceased), Walter Steele (step-father, formerly), Malcolm Merlyn (biological father), Oliver Queen (Green Arrow, half-brother), Tommy Merlyn (half-brother, deceased), William Clayton (nephew)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/10558.jpg""}"
615,616,Speedy,"{""intelligence"": ""null"", ""strength"": ""null"", ""speed"": ""null"", ""durability"": ""null"", ""power"": ""null"", ""combat"": ""null""}","{""full-name"": ""Roy William Harper, Jr."", ""alter-egos"": ""Arsenal"", ""aliases"": [""-""], ""place-of-birth"": ""-"", ""first-appearance"": ""-"", ""publisher"": ""Arsenal"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""Human"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""-"", ""hair-color"": ""-""}","{""occupation"": ""-"", ""base"": ""-""}","{""group-affiliation"": ""-"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/1015.jpg""}"
616,617,Spider-Carnage,"{""intelligence"": ""null"", ""strength"": ""69"", ""speed"": ""null"", ""durability"": ""null"", ""power"": ""null"", ""combat"": ""null""}","{""full-name"": ""Benjamin Reilly"", ""alter-egos"": ""Scarlet Spider"", ""aliases"": [""-""], ""place-of-birth"": ""-"", ""first-appearance"": ""-"", ""publisher"": ""Scarlet Spider"", ""alignment"": ""bad""}","{""gender"": ""Male"", ""race"": ""Symbiote"", ""height"": [""-"", ""0 cm""], ""weight"": [""- lb"", ""0 kg""], ""eye-color"": ""-"", ""hair-color"": ""-""}","{""occupation"": ""-"", ""base"": ""-""}","{""group-affiliation"": ""-"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/957.jpg""}"
617,618,Spider-Girl,"{""intelligence"": ""63"", ""strength"": ""38"", ""speed"": ""60"", ""durability"": ""65"", ""power"": ""53"", ""combat"": ""75""}","{""full-name"": ""May 'Mayday' Parker"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""-""], ""place-of-birth"": ""New York City, New York"", ""first-appearance"": ""What If? Vol 2 #105 (February, 1998)"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""Human"", ""height"": [""5'7"", ""170 cm""], ""weight"": [""119 lb"", ""54 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""Brown""}","{""occupation"": ""-"", ""base"": ""New York City, New York""}","{""group-affiliation"": ""-"", ""relatives"": ""-""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/480.jpg""}"
618,619,Spider-Gwen,"{""intelligence"": ""75"", ""strength"": ""55"", ""speed"": ""63"", ""durability"": ""70"", ""power"": ""66"", ""combat"": ""70""}","{""full-name"": ""Gwen Stacy"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Spider-Woman""], ""place-of-birth"": ""-"", ""first-appearance"": ""Edge of Spider-Verse #2"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Female"", ""race"": ""Human"", ""height"": [""5'5"", ""165 cm""], ""weight"": [""125 lb"", ""56 kg""], ""eye-color"": ""Blue"", ""hair-color"": ""Blond""}","{""occupation"": ""-"", ""base"": ""-""}","{""group-affiliation"": ""Warriors of the Great Web; formerly Mary Janes, Spider-Army"", ""relatives"": ""George Stacy (father), Helen Stacy (mother, deceased)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/10507.jpg""}"
619,620,Spider-Man,"{""intelligence"": ""90"", ""strength"": ""55"", ""speed"": ""67"", ""durability"": ""75"", ""power"": ""74"", ""combat"": ""85""}","{""full-name"": ""Peter Parker"", ""alter-egos"": ""No alter egos found."", ""aliases"": [""Spiderman"", ""Bag-Man"", ""Black Marvel"", ""Captain Universe"", ""Dusk"", ""Green Hood"", ""Hornet"", ""Mad Dog 336"", ""Peter Palmer"", ""Prodigy"", ""Ricochet"", ""Scarlet Spider"", ""Spider-Boy"", ""Spider-Hulk"", ""Spider-Morphosis""], ""place-of-birth"": ""New York, New York"", ""first-appearance"": ""Amazing Fantasy #15"", ""publisher"": ""Marvel Comics"", ""alignment"": ""good""}","{""gender"": ""Male"", ""race"": ""Human"", ""height"": [""5'10"", ""178 cm""], ""weight"": [""165 lb"", ""74 kg""], ""eye-color"": ""Hazel"", ""hair-color"": ""Brown""}","{""occupation"": ""Freelance photographer, teacher"", ""base"": ""New York, New York""}","{""group-affiliation"": ""Member of the Avengers, formerly member of Outlaws, alternate Fantastic Four"", ""relatives"": ""Richard Parker (father, deceased), Mary Parker(mother, deceased), Benjamin Parker (uncle, deceased), May Parker (aunt), Mary Jane Watson-Parker (wife), May Parker (daughter, allegedly deceased)""}","{""url"": ""https://www.superherodb.com/pictures2/portraits/10/100/133.jpg""}"
